atc_name|atc_code|level
sertindole|N05AE03|7
ziprasidone|N05AE04|7
lurasidone|N05AE05|7
Thioxanthene derivatives|N05AF|5
flupentixol|N05AF01|7
clopenthixol|N05AF02|7
chlorprothixene|N05AF03|7
tiotixene|N05AF04|7
zuclopenthixol|N05AF05|7
Diphenylbutylpiperidine derivatives|N05AG|5
fluspirilene|N05AG01|7
pimozide|N05AG02|7
penfluridol|N05AG03|7
Diazepines, oxazepines, thiazepines and oxepines|N05AH|5
loxapine|N05AH01|7
clozapine|N05AH02|7
olanzapine|N05AH03|7
quetiapine|N05AH04|7
asenapine|N05AH05|7
clotiapine|N05AH06|7
olanzapine and samidorphan|N05AH53|7
Benzamides|N05AL|5
sulpiride|N05AL01|7
sultopride|N05AL02|7
tiapride|N05AL03|7
remoxipride|N05AL04|7
amisulpride|N05AL05|7
veralipride|N05AL06|7
levosulpiride|N05AL07|7
Lithium|N05AN|5
lithium|N05AN01|7
Other antipsychotics|N05AX|5
prothipendyl|N05AX07|7
risperidone|N05AX08|7
mosapramine|N05AX10|7
zotepine|N05AX11|7
aripiprazole|N05AX12|7
paliperidone|N05AX13|7
iloperidone|N05AX14|7
cariprazine|N05AX15|7
brexpiprazole|N05AX16|7
pimavanserin|N05AX17|7
ANXIOLYTICS|N05B|4
Benzodiazepine derivatives|N05BA|5
diazepam|N05BA01|7
chlordiazepoxide|N05BA02|7
medazepam|N05BA03|7
oxazepam|N05BA04|7
potassium clorazepate|N05BA05|7
lorazepam|N05BA06|7
adinazolam|N05BA07|7
bromazepam|N05BA08|7
clobazam|N05BA09|7
ketazolam|N05BA10|7
prazepam|N05BA11|7
alprazolam|N05BA12|7
halazepam|N05BA13|7
pinazepam|N05BA14|7
camazepam|N05BA15|7
nordazepam|N05BA16|7
fludiazepam|N05BA17|7
ethyl loflazepate|N05BA18|7
etizolam|N05BA19|7
clotiazepam|N05BA21|7
cloxazolam|N05BA22|7
tofisopam|N05BA23|7
bentazepam|N05BA24|7
mexazolam|N05BA25|7
lorazepam, combinations|N05BA56|7
Diphenylmethane derivatives|N05BB|5
hydroxyzine|N05BB01|7
captodiame|N05BB02|7
hydroxyzine, combinations|N05BB51|7
Carbamates|N05BC|5
meprobamate|N05BC01|7
emylcamate|N05BC03|7
mebutamate|N05BC04|7
meprobamate, combinations|N05BC51|7
Dibenzo-bicyclo-octadiene derivatives|N05BD|5
benzoctamine|N05BD01|7
Azaspirodecanedione derivatives|N05BE|5
buspirone|N05BE01|7
Other anxiolytics|N05BX|5
mephenoxalone|N05BX01|7
gedocarnil|N05BX02|7
etifoxine|N05BX03|7
fabomotizole|N05BX04|7
Lavandulae aetheroleum|N05BX05|7
HYPNOTICS AND SEDATIVES|N05C|4
Barbiturates, plain|N05CA|5
pentobarbital|N05CA01|7
amobarbital|N05CA02|7
butobarbital|N05CA03|7
barbital|N05CA04|7
aprobarbital|N05CA05|7
secobarbital|N05CA06|7
talbutal|N05CA07|7
vinylbital|N05CA08|7
vinbarbital|N05CA09|7
cyclobarbital|N05CA10|7
heptabarbital|N05CA11|7
reposal|N05CA12|7
methohexital|N05CA15|7
hexobarbital|N05CA16|7
thiopental|N05CA19|7
etallobarbital|N05CA20|7
allobarbital|N05CA21|7
proxibarbal|N05CA22|7
Barbiturates, combinations|N05CB|5
combinations of barbiturates|N05CB01|7
barbiturates in combination with other drugs|N05CB02|7
Aldehydes and derivatives|N05CC|5
chloral hydrate|N05CC01|7
chloralodol|N05CC02|7
acetylglycinamide chloral hydrate|N05CC03|7
dichloralphenazone|N05CC04|7
paraldehyde|N05CC05|7
Benzodiazepine derivatives|N05CD|5
flurazepam|N05CD01|7
nitrazepam|N05CD02|7
flunitrazepam|N05CD03|7
estazolam|N05CD04|7
triazolam|N05CD05|7
lormetazepam|N05CD06|7
temazepam|N05CD07|7
midazolam|N05CD08|7
brotizolam|N05CD09|7
quazepam|N05CD10|7
loprazolam|N05CD11|7
doxefazepam|N05CD12|7
cinolazepam|N05CD13|7
remimazolam|N05CD14|7
nimetazepam|N05CD15|7
Piperidinedione derivatives|N05CE|5
glutethimide|N05CE01|7
methyprylon|N05CE02|7
pyrithyldione|N05CE03|7
Benzodiazepine related drugs|N05CF|5
zopiclone|N05CF01|7
zolpidem|N05CF02|7
zaleplon|N05CF03|7
eszopiclone|N05CF04|7
Melatonin receptor agonists|N05CH|5
melatonin|N05CH01|7
ramelteon|N05CH02|7
tasimelteon|N05CH03|7
Orexin receptor antagonists|N05CJ|5
suvorexant|N05CJ01|7
lemborexant|N05CJ02|7
daridorexant|N05CJ03|7
Other hypnotics and sedatives|N05CM|5
methaqualone|N05CM01|7
clomethiazole|N05CM02|7
bromisoval|N05CM03|7
carbromal|N05CM04|7
scopolamine|N05CM05|7
propiomazine|N05CM06|7
triclofos|N05CM07|7
ethchlorvynol|N05CM08|7
Valerianae radix|N05CM09|7
hexapropymate|N05CM10|7
bromides|N05CM11|7
apronal|N05CM12|7
valnoctamide|N05CM13|7
methylpentynol|N05CM15|7
niaprazine|N05CM16|7
dexmedetomidine|N05CM18|7
Hypnotics and sedatives in combination, excl. barbiturates|N05CX|5
meprobamate, combinations|N05CX01|7
methaqualone, combinations|N05CX02|7
methylpentynol, combinations|N05CX03|7
clomethiazole, combinations|N05CX04|7
emepronium, combinations|N05CX05|7
dipiperonylaminoethanol, combinations|N05CX06|7
PSYCHOANALEPTICS|N06|3
ANTIDEPRESSANTS|N06A|4
Non-selective monoamine reuptake inhibitors|N06AA|5
desipramine|N06AA01|7
imipramine|N06AA02|7
imipramine oxide|N06AA03|7
clomipramine|N06AA04|7
opipramol|N06AA05|7
trimipramine|N06AA06|7
lofepramine|N06AA07|7
dibenzepin|N06AA08|7
amitriptyline|N06AA09|7
nortriptyline|N06AA10|7
protriptyline|N06AA11|7
doxepin|N06AA12|7
iprindole|N06AA13|7
melitracen|N06AA14|7
butriptyline|N06AA15|7
dosulepin|N06AA16|7
amoxapine|N06AA17|7
dimetacrine|N06AA18|7
amineptine|N06AA19|7
maprotiline|N06AA21|7
quinupramine|N06AA23|7
Selective serotonin reuptake inhibitors|N06AB|5
zimeldine|N06AB02|7
fluoxetine|N06AB03|7
citalopram|N06AB04|7
paroxetine|N06AB05|7
sertraline|N06AB06|7
alaproclate|N06AB07|7
fluvoxamine|N06AB08|7
etoperidone|N06AB09|7
escitalopram|N06AB10|7
Monoamine oxidase inhibitors, non-selective|N06AF|5
isocarboxazid|N06AF01|7
nialamide|N06AF02|7
phenelzine|N06AF03|7
tranylcypromine|N06AF04|7
iproniazide|N06AF05|7
iproclozide|N06AF06|7
Monoamine oxidase A inhibitors|N06AG|5
moclobemide|N06AG02|7
toloxatone|N06AG03|7
Other antidepressants|N06AX|5
oxitriptan|N06AX01|7
tryptophan|N06AX02|7
mianserin|N06AX03|7
nomifensine|N06AX04|7
trazodone|N06AX05|7
nefazodone|N06AX06|7
minaprine|N06AX07|7
bifemelane|N06AX08|7
viloxazine|N06AX09|7
oxaflozane|N06AX10|7
mirtazapine|N06AX11|7
bupropion|N06AX12|7
medifoxamine|N06AX13|7
tianeptine|N06AX14|7
pivagabine|N06AX15|7
venlafaxine|N06AX16|7
milnacipran|N06AX17|7
reboxetine|N06AX18|7
gepirone|N06AX19|7
duloxetine|N06AX21|7
agomelatine|N06AX22|7
desvenlafaxine|N06AX23|7
vilazodone|N06AX24|7
Hyperici herba|N06AX25|7
vortioxetine|N06AX26|7
esketamine|N06AX27|7
levomilnacipran|N06AX28|7
brexanolone|N06AX29|7
zuranolone|N06AX31|7
bupropion and dextromethorphan|N06AX62|7
PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS|N06B|4
Centrally acting sympathomimetics|N06BA|5
amfetamine|N06BA01|7
dexamfetamine|N06BA02|7
metamfetamine|N06BA03|7
methylphenidate|N06BA04|7
pemoline|N06BA05|7
fencamfamin|N06BA06|7
modafinil|N06BA07|7
fenozolone|N06BA08|7
atomoxetine|N06BA09|7
fenetylline|N06BA10|7
dexmethylphenidate|N06BA11|7
lisdexamfetamine|N06BA12|7
armodafinil|N06BA13|7
solriamfetol|N06BA14|7
dexmethylphenidate and serdexmethylphenidate|N06BA15|7
Xanthine derivatives|N06BC|5
caffeine|N06BC01|7
propentofylline|N06BC02|7
Other psychostimulants and nootropics|N06BX|5
meclofenoxate|N06BX01|7
pyritinol|N06BX02|7
piracetam|N06BX03|7
deanol|N06BX04|7
fipexide|N06BX05|7
citicoline|N06BX06|7
oxiracetam|N06BX07|7
pirisudanol|N06BX08|7
linopirdine|N06BX09|7
nizofenone|N06BX10|7
aniracetam|N06BX11|7
acetylcarnitine|N06BX12|7
idebenone|N06BX13|7
prolintane|N06BX14|7
pipradrol|N06BX15|7
pramiracetam|N06BX16|7
adrafinil|N06BX17|7
vinpocetine|N06BX18|7
temgicoluril|N06BX21|7
phenibut|N06BX22|7
PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION|N06C|4
Antidepressants in combination with psycholeptics|N06CA|5
amitriptyline and psycholeptics|N06CA01|7
melitracen and psycholeptics|N06CA02|7
fluoxetine and psycholeptics|N06CA03|7
Psychostimulants in combination with psycholeptics|N06CB|5
ANTI-DEMENTIA DRUGS|N06D|4
Anticholinesterases|N06DA|5
tacrine|N06DA01|7
donepezil|N06DA02|7
rivastigmine|N06DA03|7
galantamine|N06DA04|7
ipidacrine|N06DA05|7
donepezil and memantine|N06DA52|7
donepezil, memantine and Ginkgo folium|N06DA53|7
Other anti-dementia drugs|N06DX|5
memantine|N06DX01|7
Ginkgo folium|N06DX02|7
aducanumab|N06DX03|7
lecanemab|N06DX04|7
donanemab|N06DX05|7
combinations|N06DX30|7
OTHER NERVOUS SYSTEM DRUGS|N07|3
PARASYMPATHOMIMETICS|N07A|4
Anticholinesterases|N07AA|5
neostigmine|N07AA01|7
pyridostigmine|N07AA02|7
distigmine|N07AA03|7
ambenonium|N07AA30|7
neostigmine, combinations|N07AA51|7
Choline esters|N07AB|5
carbachol|N07AB01|7
bethanechol|N07AB02|7
Other parasympathomimetics|N07AX|5
pilocarpine|N07AX01|7
choline alfoscerate|N07AX02|7
cevimeline|N07AX03|7
DRUGS USED IN ADDICTIVE DISORDERS|N07B|4
Drugs used in nicotine dependence|N07BA|5
nicotine|N07BA01|7
varenicline|N07BA03|7
cytisinicline|N07BA04|7
Drugs used in alcohol dependence|N07BB|5
disulfiram|N07BB01|7
calcium carbimide|N07BB02|7
acamprosate|N07BB03|7
naltrexone|N07BB04|7
nalmefene|N07BB05|7
ondelopran|N07BB06|7
Drugs used in opioid dependence|N07BC|5
buprenorphine|N07BC01|7
methadone|N07BC02|7
levacetylmethadol|N07BC03|7
lofexidine|N07BC04|7
levomethadone|N07BC05|7
diamorphine|N07BC06|7
buprenorphine, combinations|N07BC51|7
ANTIVERTIGO PREPARATIONS|N07C|4
Antivertigo preparations|N07CA|5
betahistine|N07CA01|7
cinnarizine|N07CA02|7
flunarizine|N07CA03|7
acetylleucine|N07CA04|7
cinnarizine, combinations|N07CA52|7
OTHER NERVOUS SYSTEM DRUGS|N07X|4
Gangliosides and ganglioside derivatives|N07XA|5
Other nervous system drugs|N07XX|5
tirilazad|N07XX01|7
riluzole|N07XX02|7
xaliproden|N07XX03|7
sodium oxybate|N07XX04|7
amifampridine|N07XX05|7
tetrabenazine|N07XX06|7
fampridine|N07XX07|7
tafamidis|N07XX08|7
laquinimod|N07XX10|7
pitolisant|N07XX11|7
patisiran|N07XX12|7
valbenazine|N07XX13|7
edaravone|N07XX14|7
inotersen|N07XX15|7
deutetrabenazine|N07XX16|7
arimoclomol|N07XX17|7
vutrisiran|N07XX18|7
sodium phenylbutyrate and ursodoxicoltaurine|N07XX19|7
eplontersen|N07XX21|7
tofersen|N07XX22|7
troriluzole|N07XX23|7
trofinetide|N07XX24|7
omaveloxolone|N07XX25|7
dextromethorphan, combinations|N07XX59|7
ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS|P|1
ANTIPROTOZOALS|P01|3
AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES|P01A|4
Hydroxyquinoline derivatives|P01AA|5
broxyquinoline|P01AA01|7
clioquinol|P01AA02|7
chlorquinaldol|P01AA04|7
tilbroquinol|P01AA05|7
tilbroquinol and tiliquinol|P01AA30|7
clioquinol, combinations|P01AA52|7
Nitroimidazole derivatives|P01AB|5
metronidazole|P01AB01|7
tinidazole|P01AB02|7
ornidazole|P01AB03|7
azanidazole|P01AB04|7
propenidazole|P01AB05|7
nimorazole|P01AB06|7
secnidazole|P01AB07|7
satranidazole|P01AB08|7
metronidazole and furazolidone|P01AB51|7
metronidazole and diloxanide|P01AB52|7
tinidazole and diloxanide|P01AB53|7
Dichloroacetamide derivatives|P01AC|5
diloxanide|P01AC01|7
clefamide|P01AC02|7
etofamide|P01AC03|7
teclozan|P01AC04|7
Arsenic compounds|P01AR|5
arsthinol|P01AR01|7
difetarsone|P01AR02|7
glycobiarsol|P01AR03|7
glycobiarsol, combinations|P01AR53|7
Other agents against amoebiasis and other protozoal diseases|P01AX|5
chiniofon|P01AX01|7
emetine|P01AX02|7
phanquinone|P01AX04|7
mepacrine|P01AX05|7
atovaquone|P01AX06|7
trimetrexate|P01AX07|7
tenonitrozole|P01AX08|7
dehydroemetine|P01AX09|7
fumagillin|P01AX10|7
nitazoxanide|P01AX11|7
emetine, combinations|P01AX52|7
ANTIMALARIALS|P01B|4
Aminoquinolines|P01BA|5
chloroquine|P01BA01|7
hydroxychloroquine|P01BA02|7
primaquine|P01BA03|7
amodiaquine|P01BA06|7
tafenoquine|P01BA07|7
Biguanides|P01BB|5
proguanil|P01BB01|7
cycloguanil embonate|P01BB02|7
proguanil and atovaquone|P01BB51|7
chloroquine and proguanil|P01BB52|7
Methanolquinolines|P01BC|5
quinine|P01BC01|7
mefloquine|P01BC02|7
Diaminopyrimidines|P01BD|5
pyrimethamine|P01BD01|7
pyrimethamine, combinations|P01BD51|7
Artemisinin and derivatives, plain|P01BE|5
artemisinin|P01BE01|7
artemether|P01BE02|7
artesunate|P01BE03|7
artemotil|P01BE04|7
artenimol|P01BE05|7
Artemisinin and derivatives, combinations|P01BF|5
artemether and lumefantrine|P01BF01|7
artesunate and mefloquine|P01BF02|7
artesunate and amodiaquine|P01BF03|7
artesunate, sulfalene and pyrimethamine|P01BF04|7
artenimol and piperaquine|P01BF05|7
artesunate and pyronaridine|P01BF06|7
artemisinin and piperaquine|P01BF07|7
artemisinin and naphthoquine|P01BF08|7
artesunate, sulfadoxine and pyrimethamine|P01BF09|7
Other antimalarials|P01BX|5
halofantrine|P01BX01|7
arterolane and piperaquine|P01BX02|7
AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS|P01C|4
Nitroimidazole derivatives|P01CA|5
benznidazole|P01CA02|7
fexinidazole|P01CA03|7
Antimony compounds|P01CB|5
meglumine antimonate|P01CB01|7
sodium stibogluconate|P01CB02|7
Nitrofuran derivatives|P01CC|5
nifurtimox|P01CC01|7
nitrofural|P01CC02|7
Arsenic compounds|P01CD|5
melarsoprol|P01CD01|7
acetarsol|P01CD02|7
Other agents against leishmaniasis and trypanosomiasis|P01CX|5
pentamidine isethionate|P01CX01|7
suramin sodium|P01CX02|7
eflornithine|P01CX03|7
miltefosine|P01CX04|7
ANTHELMINTICS|P02|3
ANTITREMATODALS|P02B|4
Quinoline derivatives and related substances|P02BA|5
praziquantel|P02BA01|7
oxamniquine|P02BA02|7
arpraziquantel|P02BA03|7
Organophosphorous compounds|P02BB|5
metrifonate|P02BB01|7
Other antitrematodal agents|P02BX|5
bithionol|P02BX01|7
niridazole|P02BX02|7
stibophen|P02BX03|7
triclabendazole|P02BX04|7
ANTINEMATODAL AGENTS|P02C|4
Benzimidazole derivatives|P02CA|5
mebendazole|P02CA01|7
tiabendazole|P02CA02|7
albendazole|P02CA03|7
ciclobendazole|P02CA04|7
flubendazole|P02CA05|7
fenbendazole|P02CA06|7
mebendazole, combinations|P02CA51|7
Piperazine and derivatives|P02CB|5
piperazine|P02CB01|7
diethylcarbamazine|P02CB02|7
Tetrahydropyrimidine derivatives|P02CC|5
pyrantel|P02CC01|7
oxantel|P02CC02|7
Imidazothiazole derivatives|P02CE|5
levamisole|P02CE01|7
Avermectines|P02CF|5
ivermectin|P02CF01|7
Other antinematodals|P02CX|5
pyrvinium|P02CX01|7
bephenium|P02CX02|7
moxidectin|P02CX03|7
ANTICESTODALS|P02D|4
Salicylic acid derivatives|P02DA|5
niclosamide|P02DA01|7
Other anticestodals|P02DX|5
desaspidin|P02DX01|7
dichlorophen|P02DX02|7
ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS|P03|3
ECTOPARASITICIDES, INCL. SCABICIDES|P03A|4
Sulfur containing products|P03AA|5
dixanthogen|P03AA01|7
potassium polysulfide|P03AA02|7
mesulfen|P03AA03|7
disulfiram|P03AA04|7
thiram|P03AA05|7
disulfiram, combinations|P03AA54|7
Chlorine containing products|P03AB|5
clofenotane|P03AB01|7
lindane|P03AB02|7
clofenotane, combinations|P03AB51|7
Pyrethrines, incl. synthetic compounds|P03AC|5
pyrethrum|P03AC01|7
bioallethrin|P03AC02|7
phenothrin|P03AC03|7
permethrin|P03AC04|7
pyrethrum, combinations|P03AC51|7
bioallethrin, combinations|P03AC52|7
phenothrin, combinations|P03AC53|7
permethrin, combinations|P03AC54|7
Other ectoparasiticides, incl. scabicides|P03AX|5
benzyl benzoate|P03AX01|7
copper oleinate|P03AX02|7
malathion|P03AX03|7
quassia|P03AX04|7
dimeticone|P03AX05|7
benzyl alcohol|P03AX06|7
abametapir|P03AX07|7
INSECTICIDES AND REPELLENTS|P03B|4
Pyrethrines|P03BA|5
cyfluthrin|P03BA01|7
cypermethrin|P03BA02|7
decamethrin|P03BA03|7
tetramethrin|P03BA04|7
Other insecticides and repellents|P03BX|5
diethyltoluamide|P03BX01|7
dimethylphthalate|P03BX02|7
dibutylphthalate|P03BX03|7
dibutylsuccinate|P03BX04|7
dimethylcarbate|P03BX05|7
etohexadiol|P03BX06|7
RESPIRATORY SYSTEM|R|1
NASAL PREPARATIONS|R01|3
DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE|R01A|4
Sympathomimetics, plain|R01AA|5
cyclopentamine|R01AA02|7
ephedrine|R01AA03|7
phenylephrine|R01AA04|7
oxymetazoline|R01AA05|7
tetryzoline|R01AA06|7
xylometazoline|R01AA07|7
naphazoline|R01AA08|7
tramazoline|R01AA09|7
metizoline|R01AA10|7
tuaminoheptane|R01AA11|7
fenoxazoline|R01AA12|7
tymazoline|R01AA13|7
epinephrine|R01AA14|7
indanazoline|R01AA15|7
Sympathomimetics, combinations excl. corticosteroids|R01AB|5
phenylephrine|R01AB01|7
naphazoline|R01AB02|7
tetryzoline|R01AB03|7
ephedrine|R01AB05|7
xylometazoline|R01AB06|7
oxymetazoline|R01AB07|7
tuaminoheptane|R01AB08|7
Antiallergic agents, excl. corticosteroids|R01AC|5
cromoglicic acid|R01AC01|7
levocabastine|R01AC02|7
azelastine|R01AC03|7
antazoline|R01AC04|7
spaglumic acid|R01AC05|7
thonzylamine|R01AC06|7
nedocromil|R01AC07|7
olopatadine|R01AC08|7
cromoglicic acid, combinations|R01AC51|7
Corticosteroids|R01AD|5
beclometasone|R01AD01|7
prednisolone|R01AD02|7
dexamethasone|R01AD03|7
flunisolide|R01AD04|7
budesonide|R01AD05|7
betamethasone|R01AD06|7
tixocortol|R01AD07|7
fluticasone|R01AD08|7
mometasone|R01AD09|7
triamcinolone|R01AD11|7
fluticasone furoate|R01AD12|7
ciclesonide|R01AD13|7
prednisolone, combinations|R01AD52|7
dexamethasone, combinations|R01AD53|7
tixocortol, combinations|R01AD57|7
fluticasone, combinations|R01AD58|7
mometasone, combinations|R01AD59|7
hydrocortisone, combinations|R01AD60|7
Other nasal preparations|R01AX|5
calcium hexamine thiocyanate|R01AX01|7
retinol|R01AX02|7
ipratropium bromide|R01AX03|7
ritiometan|R01AX05|7
mupirocin|R01AX06|7
hexamidine|R01AX07|7
framycetin|R01AX08|7
hyaluronic acid|R01AX09|7
various|R01AX10|7
combinations|R01AX30|7
NASAL DECONGESTANTS FOR SYSTEMIC USE|R01B|4
Sympathomimetics|R01BA|5
phenylpropanolamine|R01BA01|7
pseudoephedrine|R01BA02|7
phenylephrine|R01BA03|7
phenylpropanolamine, combinations|R01BA51|7
pseudoephedrine, combinations|R01BA52|7
phenylephrine, combinations|R01BA53|7
THROAT PREPARATIONS|R02|3
THROAT PREPARATIONS|R02A|4
Antiseptics|R02AA|5
ambazone|R02AA01|7
dequalinium|R02AA02|7
dichlorobenzyl alcohol|R02AA03|7
chlorhexidine|R02AA05|7
cetylpyridinium|R02AA06|7
benzethonium|R02AA09|7
myristyl-benzalkonium|R02AA10|7
chlorquinaldol|R02AA11|7
hexylresorcinol|R02AA12|7
acriflavinium chloride|R02AA13|7
oxyquinoline|R02AA14|7
povidone-iodine|R02AA15|7
benzalkonium|R02AA16|7
cetrimonium|R02AA17|7
hexamidine|R02AA18|7
phenol|R02AA19|7
various|R02AA20|7
octenidine|R02AA21|7
Antibiotics|R02AB|5
neomycin|R02AB01|7
tyrothricin|R02AB02|7
fusafungine|R02AB03|7
bacitracin|R02AB04|7
gramicidin|R02AB30|7
Anesthetics, local|R02AD|5
benzocaine|R02AD01|7
lidocaine|R02AD02|7
cocaine|R02AD03|7
dyclonine|R02AD04|7
ambroxol|R02AD05|7
Other throat preparations|R02AX|5
flurbiprofen|R02AX01|7
ibuprofen|R02AX02|7
benzydamine|R02AX03|7
DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES|R03|3
ADRENERGICS, INHALANTS|R03A|4
Alpha- and beta-adrenoreceptor agonists|R03AA|5
epinephrine|R03AA01|7
Non-selective beta-adrenoreceptor agonists|R03AB|5
isoprenaline|R03AB02|7
orciprenaline|R03AB03|7
Selective beta-2-adrenoreceptor agonists|R03AC|5
salbutamol|R03AC02|7
terbutaline|R03AC03|7
fenoterol|R03AC04|7
rimiterol|R03AC05|7
hexoprenaline|R03AC06|7
isoetarine|R03AC07|7
pirbuterol|R03AC08|7
tretoquinol|R03AC09|7
carbuterol|R03AC10|7
tulobuterol|R03AC11|7
salmeterol|R03AC12|7
formoterol|R03AC13|7
clenbuterol|R03AC14|7
reproterol|R03AC15|7
procaterol|R03AC16|7
bitolterol|R03AC17|7
indacaterol|R03AC18|7
olodaterol|R03AC19|7
Combinations of adrenergics|R03AH|5
Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics|R03AK|5
epinephrine and other drugs for obstructive airway diseases|R03AK01|7
isoprenaline and other drugs for obstructive airway diseases|R03AK02|7
salbutamol and sodium cromoglicate|R03AK04|7
reproterol and sodium cromoglicate|R03AK05|7
salmeterol and fluticasone|R03AK06|7
formoterol and budesonide|R03AK07|7
formoterol and beclometasone|R03AK08|7
formoterol and mometasone|R03AK09|7
vilanterol and fluticasone furoate|R03AK10|7
formoterol and fluticasone|R03AK11|7
salmeterol and budesonide|R03AK12|7
salbutamol and beclometasone|R03AK13|7
indacaterol and mometasone|R03AK14|7
salbutamol and budesonide|R03AK15|7
Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids|R03AL|5
fenoterol and ipratropium bromide|R03AL01|7
salbutamol and ipratropium bromide|R03AL02|7
vilanterol and umeclidinium bromide|R03AL03|7
indacaterol and glycopyrronium bromide|R03AL04|7
formoterol and aclidinium bromide|R03AL05|7
olodaterol and tiotropium bromide|R03AL06|7
formoterol and glycopyrronium bromide|R03AL07|7
vilanterol, umeclidinium bromide and fluticasone furoate|R03AL08|7
formoterol, glycopyrronium bromide and beclometasone|R03AL09|7
formoterol and tiotropium bromide|R03AL10|7
formoterol, glycopyrronium bromide and budesonide|R03AL11|7
indacaterol, glycopyrronium bromide and mometasone|R03AL12|7
OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS|R03B|4
Glucocorticoids|R03BA|5
beclometasone|R03BA01|7
budesonide|R03BA02|7
flunisolide|R03BA03|7
betamethasone|R03BA04|7
fluticasone|R03BA05|7
triamcinolone|R03BA06|7
mometasone|R03BA07|7
ciclesonide|R03BA08|7
fluticasone furoate|R03BA09|7
Anticholinergics|R03BB|5
ipratropium bromide|R03BB01|7
oxitropium bromide|R03BB02|7
stramoni preparations|R03BB03|7
tiotropium bromide|R03BB04|7
aclidinium bromide|R03BB05|7
glycopyrronium bromide|R03BB06|7
umeclidinium bromide|R03BB07|7
revefenacin|R03BB08|7
tiotropium bromide, combinations|R03BB54|7
Antiallergic agents, excl. corticosteroids|R03BC|5
cromoglicic acid|R03BC01|7
nedocromil|R03BC03|7
Other drugs for obstructive airway diseases, inhalants|R03BX|5
fenspiride|R03BX01|7
ADRENERGICS FOR SYSTEMIC USE|R03C|4
Alpha- and beta-adrenoreceptor agonists|R03CA|5
ephedrine|R03CA02|7
Non-selective beta-adrenoreceptor agonists|R03CB|5
isoprenaline|R03CB01|7
methoxyphenamine|R03CB02|7
orciprenaline|R03CB03|7
isoprenaline, combinations|R03CB51|7
orciprenaline, combinations|R03CB53|7
Selective beta-2-adrenoreceptor agonists|R03CC|5
salbutamol|R03CC02|7
terbutaline|R03CC03|7
fenoterol|R03CC04|7
hexoprenaline|R03CC05|7
isoetarine|R03CC06|7
pirbuterol|R03CC07|7
procaterol|R03CC08|7
tretoquinol|R03CC09|7
carbuterol|R03CC10|7
tulobuterol|R03CC11|7
bambuterol|R03CC12|7
clenbuterol|R03CC13|7
reproterol|R03CC14|7
formoterol|R03CC15|7
terbutaline, combinations|R03CC53|7
clenbuterol and ambroxol|R03CC63|7
Adrenergics and other drugs for obstructive airway diseases|R03CK|5
OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES|R03D|4
Xanthines|R03DA|5
diprophylline|R03DA01|7
choline theophyllinate|R03DA02|7
proxyphylline|R03DA03|7
theophylline|R03DA04|7
aminophylline|R03DA05|7
etamiphylline|R03DA06|7
theobromine|R03DA07|7
bamifylline|R03DA08|7
acefylline piperazine|R03DA09|7
bufylline|R03DA10|7
doxofylline|R03DA11|7
mepyramine theophyllinacetate|R03DA12|7
combinations of xanthines|R03DA20|7
diprophylline, combinations|R03DA51|7
theophylline, combinations excl. psycholeptics|R03DA54|7
aminophylline, combinations|R03DA55|7
theobromine, combinations|R03DA57|7
theophylline, combinations with psycholeptics|R03DA74|7
Xanthines and adrenergics|R03DB|5
diprophylline and adrenergics|R03DB01|7
choline theophyllinate and adrenergics|R03DB02|7
proxyphylline and adrenergics|R03DB03|7
theophylline and adrenergics|R03DB04|7
aminophylline and adrenergics|R03DB05|7
etamiphylline and adrenergics|R03DB06|7
Leukotriene receptor antagonists|R03DC|5
zafirlukast|R03DC01|7
pranlukast|R03DC02|7
montelukast|R03DC03|7
ibudilast|R03DC04|7
montelukast, combinations|R03DC53|7
Other systemic drugs for obstructive airway diseases|R03DX|5
amlexanox|R03DX01|7
eprozinol|R03DX02|7
fenspiride|R03DX03|7
omalizumab|R03DX05|7
seratrodast|R03DX06|7
roflumilast|R03DX07|7
reslizumab|R03DX08|7
mepolizumab|R03DX09|7
benralizumab|R03DX10|7
tezepelumab|R03DX11|7
COUGH AND COLD PREPARATIONS|R05|3
EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS|R05C|4
Expectorants|R05CA|5
tyloxapol|R05CA01|7
potassium iodide|R05CA02|7
guaifenesin|R05CA03|7
ipecacuanha|R05CA04|7
altheae radix|R05CA05|7
senega|R05CA06|7
antimony pentasulfide|R05CA07|7
creosote|R05CA08|7
guaiacolsulfonate|R05CA09|7
