"hersteller"|"generika"|"bag_dossier"|"swissmedic_nr"|"swissmedic_liste"|"einf_datum"|"bezeichnung"|"exf_preis"|"pub_preis"|"limitation"|"lim_pkte"|"therap_gruppe"|"substanzen"|"rec_id"|"x40_percent_selbstbehalt"|"gtin"|"atc"|"gammennummer"|"gammenbezeichnung"|"ggsl"|"preismodell"|"indikationscode"|"swissmedic_no8_parallel_imp"|"ref_biosim_code"|"letzte_preis_anderung"|"zulassungsnummer"
"Gedeon Richter (Schweiz) AG"|NA|"20965"|"66820003"|"B"|2019-09-01|"Terrosa, Inj Lös 250 mcg/ml mit Pen, Patrone 2.4 ml"|"239.81"|"278.4"|"Y"|NA|"07.99."|"Teriparatidum ADNr"|"40808"|"N"|"7680668200030"|"H05AA02"|"4037"|"Terrosa Parenteral"|"N"|NA|NA|NA|"BioS"|2025-02-01|"66820"
"Mepha Pharma AG"|"G"|"21750"|"68989001"|"B"|2024-04-01|"Testosteron-Mepha, Inj Lös 1000 mg/4ml, Durchstf 1 Stk"|"55.91"|"77.2"|"Y"|NA|"07.08.40."|"Testosteroni undecylas"|"43717"|"N"|"7680689890012"|"G03BA03"|"4671"|"Testosteron-Mepha ParenteralDepot"|"N"|NA|NA|NA|NA|2024-04-01|"68989"
"medeo AG"|NA|"17152"|"54546025"|"A"|1999-06-01|"Tetley Technegas, Generator, 50 Stk"|"3470.94"|"3791.25"|NA|NA|"17.03."|"Graphites"|"23282"|"N"|"7680545460250"|"V09EA02"|"2525"|"Tetley Technegas Inhalation"|"N"|NA|NA|NA|NA|2002-06-01|"54546"
"Galderma SA"|NA|"18143"|"56853004"|"A"|2005-10-01|"Tetralysal, Kaps 300 mg, 28 Stk"|"11.81"|"29.25"|NA|NA|"08.01.50."|"Tetracyclinum"|"14642"|"N"|"7680568530046"|"J01AA04"|"2526"|"Tetralysal Oral"|"N"|NA|NA|NA|NA|2019-12-01|"56853"
"Sanofi-Aventis (Suisse) SA"|NA|"17427"|"612003"|"B"|2000-04-15|"Tetravac, Inj Susp m Nadel, Fertspr 0.5 ml"|"20.21"|"38.4"|"Y"|NA|"08.08."|"Toxoidum diphtheriae, Toxoidum tetani, Toxoidum pertussis, Vaccinum poliomyelitidis inactivatum (Salk Typ I, II, III)"|"44069"|"N"|"7680006120037"|"J07CA02"|"2527"|"Tetravac Parenteral"|"N"|NA|NA|NA|NA|2019-12-01|"612"
"Sanofi-Aventis (Suisse) SA"|NA|"17427"|"612001"|"B"|2000-04-15|"Tetravac, Inj Susp m Nadel (alt), Fertspr 0.5 ml"|"20.21"|"38.4"|"Y"|NA|"08.08."|"Toxoidum diphtheriae, Toxoidum tetani, Toxoidum pertussis, Vaccinum poliomyelitidis inactivatum (Salk Typ I, II, III)"|"12476"|"N"|"7680006120013"|"J07CA02"|"2527"|"Tetravac Parenteral"|"N"|NA|NA|NA|NA|2019-12-01|"612"
"BeiGene Switzerland GmbH"|NA|"21785"|"68960001"|"A"|2024-11-01|"Tevimbra, Inf Konz 100 mg/10ml, Durchstf 1 Stk"|"1816.16"|"1991.6"|"Y"|NA|"07.16.40."|"Tislelizumabum"|"44115"|"N"|"8720598340273"|"L01FF09"|"4740"|"Tevimbra Parenteral"|"N"|NA|NA|NA|NA|2024-11-01|"68960"
"AstraZeneca AG"|NA|"21361"|"68454001"|"B"|2023-02-01|"Tezspire, Inj Lös 210 mg/1.91 ml Fertspr, 1 Stk"|"1036.42"|"1143.6"|"Y"|NA|"03.04.50."|"Tezepelumabum"|"43022"|"N"|"7680684540011"|"R03DX11"|"4544"|"Tezspire Parenteral"|"N"|NA|NA|NA|NA|2025-02-01|"68454"
"AstraZeneca AG"|NA|"21709"|"69080001"|"B"|2024-01-01|"Tezspire, Inj Lös 210 mg/1.91 ml Fertpen, 1 Stk"|"1036.42"|"1143.6"|"Y"|NA|"03.04.50."|"Tezepelumabum"|"43565"|"N"|"7680690800017"|"R03DX11"|"4544"|"Tezspire Parenteral"|"N"|NA|NA|NA|NA|2025-02-01|"69080"
"b.e.imaging.ag"|NA|"16859"|"44065001"|"A"|1998-03-15|"Thallous chloride TI-201 Curium, Inj Lös 85 MBq, Fl 1 Stk"|NA|"255"|"Y"|NA|"17.01."|"Thallosi (201-TI) chloridum"|"42272"|"N"|NA|"V09GX01"|"2532"|"Thallous Parenteral"|"N"|NA|NA|NA|NA|1998-03-15|"44065"
"b.e.imaging.ag"|NA|"16859"|"44065002"|"A"|1998-03-15|"Thallous chloride TI-201 Curium, Inj Lös 213 MBq, Fl 1 Stk"|NA|"509.95"|"Y"|NA|"17.01."|"Thallosi (201-TI) chloridum"|"42273"|"N"|NA|"V09GX01"|"2532"|"Thallous Parenteral"|"N"|NA|NA|NA|NA|1998-03-15|"44065"
"b.e.imaging.ag"|NA|"16859"|"44065003"|"A"|1998-03-15|"Thallous chloride TI-201 Curium, Inj Lös 370 MBq, Fl 1 Stk"|NA|"788.5"|"Y"|NA|"17.01."|"Thallosi (201-TI) chloridum"|"42274"|"N"|NA|"V09GX01"|"2532"|"Thallous Parenteral"|"N"|NA|NA|NA|NA|1998-03-15|"44065"
"OrPha Swiss GmbH"|"O"|"19234"|"59031001"|"B"|2011-04-01|"Thromboreductin, Kaps 0.5 mg, 42 Stk"|"94.59"|"119.7"|NA|NA|"07.16.40."|"Anagrelidum"|"26094"|"N"|"7680590310012"|"L01XX35"|"2535"|"Thromboreductin Oral"|"N"|NA|NA|NA|NA|2023-12-01|"59031"
"OrPha Swiss GmbH"|"O"|"19234"|"59031002"|"B"|2011-04-01|"Thromboreductin, Kaps 0.5 mg, 100 Stk"|"198.18"|"230.75"|NA|NA|"07.16.40."|"Anagrelidum"|"26093"|"N"|"7680590310029"|"L01XX35"|"2535"|"Thromboreductin Oral"|"N"|NA|NA|NA|NA|2023-12-01|"59031"
"OrPha Swiss GmbH"|"O"|"19234"|"59031003"|"B"|2011-04-01|"Thromboreductin, Kaps 1 mg, 100 Stk"|"325.02"|"367.9"|NA|NA|"07.16.40."|"Anagrelidum"|"26095"|"N"|"7680590310036"|"L01XX35"|"2535"|"Thromboreductin Oral"|"N"|NA|NA|NA|NA|2023-12-01|"59031"
"Sanofi-Aventis (Suisse) SA"|NA|"18467"|"57687001"|"A"|2007-04-01|"Thyrogen, Trockensub 0.9 mg, Durchstf 2 Stk"|"910.2"|"1006.3"|"Y"|NA|"07.04.20."|"Thyrotropinum alfa"|"15885"|"N"|"7680576870011"|"V04CJ01"|"2536"|"Thyrogen Parenteral"|"N"|NA|NA|NA|NA|2023-12-01|"57687"
"Neuraxpharm Switzerland AG"|NA|"14060"|"39220016"|"B"|1982-03-15|"Tiapridal, Tabl 100 mg, 20 Stk"|"2.53"|"12"|NA|NA|"01.05."|"Tiapridum"|"11054"|"N"|"7680392200160"|"N05AL03"|"2537"|"Tiapridal Oral"|"N"|NA|NA|NA|NA|2024-12-01|"39220"
"Neuraxpharm Switzerland AG"|NA|"14060"|"39220032"|"B"|1982-03-15|"Tiapridal, Tabl 100 mg, 50 Stk"|"5.51"|"15.25"|NA|NA|"01.05."|"Tiapridum"|"11055"|"N"|"7680392200320"|"N05AL03"|"2537"|"Tiapridal Oral"|"N"|NA|NA|NA|NA|2024-12-01|"39220"
"Curatis AG"|NA|"12252"|"44231034"|"B"|1976-03-15|"Tiberal, Filmtabl 500 mg, 10 Stk"|"13.78"|"31.4"|NA|NA|"08.04.30."|"Ornidazolum"|"11063"|"N"|"7680442310344"|"P01AB03"|"2539"|"Tiberal Oral"|"N"|NA|NA|NA|NA|2012-11-01|"44231"
"Sandoz Pharmaceuticals AG"|"G"|"20305"|"65033001"|"B"|2014-12-01|"Tibolon Sandoz, Tabl 2.5 mg, 28 Stk"|"10.68"|"28.05"|NA|NA|"07.08.30."|"Tibolonum"|"34249"|"N"|"7680650330011"|"G03CX01"|"3435"|"Tibolon Sandoz Oral"|"N"|NA|NA|NA|NA|2023-12-01|"65033"
"Sandoz Pharmaceuticals AG"|"G"|"20305"|"65033002"|"B"|2014-12-01|"Tibolon Sandoz, Tabl 2.5 mg, 3 x 28 Stk"|"27.25"|"46.05"|NA|NA|"07.08.30."|"Tibolonum"|"34250"|"N"|"7680650330028"|"G03CX01"|"3435"|"Tibolon Sandoz Oral"|"N"|NA|NA|NA|NA|2023-12-01|"65033"
"Spirig HealthCare AG"|"G"|"21255"|"68090001"|"B"|2021-07-01|"Tibolon Spirig HC, Tabl 2.5 mg, 28 Stk"|"10.67"|"28"|NA|NA|"07.08.30."|"Tibolonum"|"41896"|"N"|"7680680900017"|"G03CX01"|"4299"|"Tibolon Spirig HC Oral"|"N"|NA|NA|NA|NA|2023-12-01|"68090"
"Spirig HealthCare AG"|"G"|"21255"|"68090002"|"B"|2021-07-01|"Tibolon Spirig HC, Tabl 2.5 mg, 3x 28 Stk"|"27.25"|"46.05"|NA|NA|"07.08.30."|"Tibolonum"|"41895"|"N"|"7680680900024"|"G03CX01"|"4299"|"Tibolon Spirig HC Oral"|"N"|NA|NA|NA|NA|2023-12-01|"68090"
"Mepha Pharma AG"|"G"|"20347"|"65334001"|"B"|2015-04-01|"Tibolon-Mepha, Tabl 2.5 mg, 28 Stk"|"10.64"|"28"|NA|NA|"07.08.30."|"Tibolonum"|"34680"|"N"|"7680653340017"|"G03CX01"|"3478"|"Tibolon-Mepha Oral"|"N"|NA|NA|NA|NA|2023-12-01|"65334"
"Mepha Pharma AG"|"G"|"20347"|"65334002"|"B"|2015-04-01|"Tibolon-Mepha, Tabl 2.5 mg, 3 x 28 Stk"|"27.25"|"46.05"|NA|NA|"07.08.30."|"Tibolonum"|"34681"|"N"|"7680653340024"|"G03CX01"|"3478"|"Tibolon-Mepha Oral"|"N"|NA|NA|NA|NA|2023-12-01|"65334"
"Axapharm AG"|"G"|"21920"|"69596001"|"B"|2025-04-01|"Ticagrelor axapharm, Filmtabl 60 mg, Blist 56 Stk"|"20.48"|"38.7"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44347"|"N"|"7680695960013"|"B01AC24"|"4793"|"Ticagrelor axapharm Oral"|"N"|NA|NA|NA|NA|2025-04-01|"69596"
"Axapharm AG"|"G"|"21920"|"69596002"|"B"|2025-04-01|"Ticagrelor axapharm, Filmtabl 60 mg, Blist 168 Stk"|"61.43"|"83.2"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44346"|"N"|"7680695960020"|"B01AC24"|"4793"|"Ticagrelor axapharm Oral"|"N"|NA|NA|NA|NA|2025-04-01|"69596"
"Axapharm AG"|"G"|"21920"|"69596003"|"B"|2025-04-01|"Ticagrelor axapharm, Filmtabl 90 mg, Blist 56 Stk"|"23.69"|"42.2"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44349"|"N"|"7680695960037"|"B01AC24"|"4793"|"Ticagrelor axapharm Oral"|"N"|NA|NA|NA|NA|2025-04-01|"69596"
"Axapharm AG"|"G"|"21920"|"69596004"|"B"|2025-04-01|"Ticagrelor axapharm, Filmtabl 90 mg, Blist 98 Stk"|"41.47"|"61.55"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44350"|"N"|"7680695960044"|"B01AC24"|"4793"|"Ticagrelor axapharm Oral"|"N"|NA|NA|NA|NA|2025-04-01|"69596"
"Axapharm AG"|"G"|"21920"|"69596005"|"B"|2025-04-01|"Ticagrelor axapharm, Filmtabl 90 mg, Blist 168 Stk"|"71.09"|"93.75"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44348"|"N"|"7680695960051"|"B01AC24"|"4793"|"Ticagrelor axapharm Oral"|"N"|NA|NA|NA|NA|2025-04-01|"69596"
"NOBEL Pharma Schweiz AG"|"G"|"21870"|"69294001"|"B"|2024-12-01|"Ticagrelor NOBEL, Filmtabl 60 mg, Blist 56 Stk"|"20.48"|"38.7"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44172"|"N"|"7680692940018"|"B01AC24"|"4753"|"Ticagrelor NOBEL Oral"|"N"|NA|NA|NA|NA|2024-12-01|"69294"
"NOBEL Pharma Schweiz AG"|"G"|"21870"|"69294002"|"B"|2024-12-01|"Ticagrelor NOBEL, Filmtabl 60 mg, Blist 168 Stk"|"61.43"|"83.2"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44171"|"N"|"7680692940025"|"B01AC24"|"4753"|"Ticagrelor NOBEL Oral"|"N"|NA|NA|NA|NA|2024-12-01|"69294"
"NOBEL Pharma Schweiz AG"|"G"|"21870"|"69294003"|"B"|2024-12-01|"Ticagrelor NOBEL, Filmtabl 90 mg, Blist 56 Stk"|"23.7"|"42.2"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44174"|"N"|"7680692940032"|"B01AC24"|"4753"|"Ticagrelor NOBEL Oral"|"N"|NA|NA|NA|NA|2024-12-01|"69294"
"NOBEL Pharma Schweiz AG"|"G"|"21870"|"69294005"|"B"|2024-12-01|"Ticagrelor NOBEL, Filmtabl 90 mg, Blist 98 Stk"|"41.47"|"61.55"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44175"|"N"|"7680692940056"|"B01AC24"|"4753"|"Ticagrelor NOBEL Oral"|"N"|NA|NA|NA|NA|2024-12-01|"69294"
"NOBEL Pharma Schweiz AG"|"G"|"21870"|"69294004"|"B"|2024-12-01|"Ticagrelor NOBEL, Filmtabl 90 mg, Blist 168 Stk"|"71.1"|"93.75"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44173"|"N"|"7680692940049"|"B01AC24"|"4753"|"Ticagrelor NOBEL Oral"|"N"|NA|NA|NA|NA|2024-12-01|"69294"
"Sandoz Pharmaceuticals AG"|"G"|"21873"|"68430001"|"B"|2024-12-01|"Ticagrelor Sandoz, Filmtabl 60 mg, Blist 56 Stk"|"20.48"|"38.7"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44177"|"N"|"7680684300011"|"B01AC24"|"4754"|"Ticagrelor Sandoz Oral"|"N"|NA|NA|NA|NA|2024-12-01|"68430"
"Sandoz Pharmaceuticals AG"|"G"|"21873"|"68430002"|"B"|2024-12-01|"Ticagrelor Sandoz, Filmtabl 60 mg, Blist 168 Stk"|"61.43"|"83.2"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44176"|"N"|"7680684300028"|"B01AC24"|"4754"|"Ticagrelor Sandoz Oral"|"N"|NA|NA|NA|NA|2024-12-01|"68430"
"Sandoz Pharmaceuticals AG"|"G"|"21873"|"68430003"|"B"|2024-12-01|"Ticagrelor Sandoz, Filmtabl 90 mg, Blist 56 Stk"|"23.7"|"42.2"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44180"|"N"|"7680684300035"|"B01AC24"|"4754"|"Ticagrelor Sandoz Oral"|"N"|NA|NA|NA|NA|2024-12-01|"68430"
"Sandoz Pharmaceuticals AG"|"G"|"21873"|"68430004"|"B"|2024-12-01|"Ticagrelor Sandoz, Filmtabl 90 mg, Blist 100 Stk"|"42.32"|"62.4"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44178"|"N"|"7680684300042"|"B01AC24"|"4754"|"Ticagrelor Sandoz Oral"|"N"|NA|NA|NA|NA|2024-12-01|"68430"
"Sandoz Pharmaceuticals AG"|"G"|"21873"|"68430005"|"B"|2024-12-01|"Ticagrelor Sandoz, Filmtabl 90 mg, Blist 168 Stk"|"71.1"|"93.75"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44179"|"N"|"7680684300059"|"B01AC24"|"4754"|"Ticagrelor Sandoz Oral"|"N"|NA|NA|NA|NA|2024-12-01|"68430"
"Spirig HealthCare AG"|"G"|"21879"|"68953001"|"B"|2025-01-01|"Ticagrelor Spirig HC, Filmtabl 60 mg, Blist 56 Stk"|"20.48"|"38.7"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44204"|"N"|"7680689530017"|"B01AC24"|"4761"|"Ticagrelor Spirig HC Oral"|"N"|NA|NA|NA|NA|2025-01-01|"68953"
"Spirig HealthCare AG"|"G"|"21879"|"68953003"|"B"|2025-01-01|"Ticagrelor Spirig HC, Filmtabl 60 mg, Blist 168 Stk"|"61.43"|"83.2"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44203"|"N"|"7680689530031"|"B01AC24"|"4761"|"Ticagrelor Spirig HC Oral"|"N"|NA|NA|NA|NA|2025-01-01|"68953"
"Spirig HealthCare AG"|"G"|"21879"|"68953004"|"B"|2025-01-01|"Ticagrelor Spirig HC, Filmtabl 90 mg, Blist 56 Stk"|"23.7"|"42.2"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44207"|"N"|"7680689530048"|"B01AC24"|"4761"|"Ticagrelor Spirig HC Oral"|"N"|NA|NA|NA|NA|2025-01-01|"68953"
"Spirig HealthCare AG"|"G"|"21879"|"68953006"|"B"|2025-01-01|"Ticagrelor Spirig HC, Filmtabl 90 mg, Blist 100 Stk"|"42.32"|"62.4"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44205"|"N"|"7680689530062"|"B01AC24"|"4761"|"Ticagrelor Spirig HC Oral"|"N"|NA|NA|NA|NA|2025-01-01|"68953"
"Spirig HealthCare AG"|"G"|"21879"|"68953007"|"B"|2025-01-01|"Ticagrelor Spirig HC, Filmtabl 90 mg, Blist 168 Stk"|"71.1"|"93.75"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44206"|"N"|"7680689530079"|"B01AC24"|"4761"|"Ticagrelor Spirig HC Oral"|"N"|NA|NA|NA|NA|2025-01-01|"68953"
"Mepha Pharma AG"|"G"|"21878"|"68827001"|"B"|2025-01-01|"Ticagrelor-Mepha, Filmtabl 60 mg, Blist 56 Stk"|"20.48"|"38.7"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44199"|"N"|"7680688270013"|"B01AC24"|"4760"|"Ticagrelor-Mepha Oral"|"N"|NA|NA|NA|NA|2025-01-01|"68827"
"Mepha Pharma AG"|"G"|"21878"|"68827002"|"B"|2025-01-01|"Ticagrelor-Mepha, Filmtabl 60 mg, Blist 168 Stk"|"61.43"|"83.2"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44198"|"N"|"7680688270020"|"B01AC24"|"4760"|"Ticagrelor-Mepha Oral"|"N"|NA|NA|NA|NA|2025-01-01|"68827"
"Mepha Pharma AG"|"G"|"21878"|"68827003"|"B"|2025-01-01|"Ticagrelor-Mepha, Filmtabl 90 mg, Blist 56 Stk"|"23.7"|"42.2"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44201"|"N"|"7680688270037"|"B01AC24"|"4760"|"Ticagrelor-Mepha Oral"|"N"|NA|NA|NA|NA|2025-01-01|"68827"
"Mepha Pharma AG"|"G"|"21878"|"68827006"|"B"|2025-01-01|"Ticagrelor-Mepha, Filmtabl 90 mg, Blist 98 Stk"|"41.47"|"61.55"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44202"|"N"|"7680688270068"|"B01AC24"|"4760"|"Ticagrelor-Mepha Oral"|"N"|NA|NA|NA|NA|2025-01-01|"68827"
"Mepha Pharma AG"|"G"|"21878"|"68827005"|"B"|2025-01-01|"Ticagrelor-Mepha, Filmtabl 90 mg, Blist 168 Stk"|"71.1"|"93.75"|"Y"|NA|"06.03.20."|"Ticagrelorum"|"44200"|"N"|"7680688270051"|"B01AC24"|"4760"|"Ticagrelor-Mepha Oral"|"N"|NA|NA|NA|NA|2025-01-01|"68827"
"Viatris Pharma GmbH"|NA|"15042"|"46929012"|"B"|1987-03-15|"Tilcotil, Filmtabl 20 mg, 10 Stk"|"3.31"|"12.85"|NA|NA|"07.10.10."|"Tenoxicamum"|"11085"|"N"|"7680469290124"|"M01AC02"|"2541"|"Tilcotil Oral"|"N"|NA|NA|NA|NA|2023-12-01|"46929"
"Viatris Pharma GmbH"|NA|"15042"|"46929020"|"B"|1987-03-15|"Tilcotil, Filmtabl 20 mg, 30 Stk"|"8.98"|"26.2"|NA|NA|"07.10.10."|"Tenoxicamum"|"11086"|"N"|"7680469290209"|"M01AC02"|"2541"|"Tilcotil Oral"|"N"|NA|NA|NA|NA|2023-12-01|"46929"
"Drossapharm AG"|NA|"14944"|"45732010"|"B"|1986-03-15|"Tilur, Kaps 60 mg, 20 Stk"|"5.77"|"15.5"|NA|NA|"07.10.10."|"Acemetacinum"|"11097"|"N"|"7680457320109"|"M01AB11"|"2543"|"Tilur Oral"|"N"|NA|NA|NA|NA|2020-12-01|"45732"
"Drossapharm AG"|NA|"14944"|"45732029"|"B"|1986-03-15|"Tilur, Kaps 60 mg, 50 Stk"|"13.1"|"30.65"|NA|NA|"07.10.10."|"Acemetacinum"|"11098"|"N"|"7680457320291"|"M01AB11"|"2543"|"Tilur Oral"|"N"|NA|NA|NA|NA|2020-12-01|"45732"
"Drossapharm AG"|NA|"16785"|"48377017"|"B"|1997-03-15|"Tilur Retard, Ret Kaps 90 mg, 20 Stk"|"9.04"|"26.25"|NA|NA|"07.10.10."|"Acemetacinum"|"11099"|"N"|"7680483770176"|"M01AB11"|"2544"|"Tilur OralRetard"|"N"|NA|NA|NA|NA|2023-04-01|"48377"
"Drossapharm AG"|NA|"16785"|"48377025"|"B"|1997-03-15|"Tilur Retard, Ret Kaps 90 mg, 50 Stk"|"19.54"|"37.65"|NA|NA|"07.10.10."|"Acemetacinum"|"11100"|"N"|"7680483770251"|"M01AB11"|"2544"|"Tilur OralRetard"|"N"|NA|NA|NA|NA|2023-04-01|"48377"
"Théa PHARMA SA"|NA|"18314"|"57204001"|"B"|2008-03-01|"Timogel UD, Augengel 0.1 %, 30 Monodos 0.4 g"|"6.59"|"16.4"|NA|NA|"11.09."|"Timololum"|"15247"|"N"|"7680572040012"|"S01ED01"|"2547"|"Timogel Auge"|"N"|NA|NA|NA|NA|2022-12-01|"57204"
"Desitin Pharma GmbH"|"G"|"17028"|"45723055"|"B"|1998-03-15|"Timonil, Sirup, 250 ml"|"3.78"|"13.35"|NA|NA|"01.07.10."|"Carbamazepinum"|"33266"|"N"|"7680457230552"|"N03AF01"|"2549"|"Timonil OralFluessig"|"N"|NA|NA|NA|NA|2024-12-01|"45723"
"Desitin Pharma GmbH"|"G"|"17027"|"45724001"|"B"|2012-12-05|"Timonil 200, Tabl 200 mg, 50 Stk"|"3.58"|"13.15"|NA|NA|"01.07.10."|"Carbamazepinum"|"31682"|"N"|"7680457240018"|"N03AF01"|"2548"|"Timonil Oral"|"N"|NA|NA|NA|NA|2012-11-01|"45724"
"Desitin Pharma GmbH"|NA|"15005"|"47127076"|"B"|2001-10-01|"Timonil 200 Retard, Ret Tabl 200 mg, 50 Stk"|"5.87"|"15.6"|NA|NA|"01.07.10."|"Carbamazepinum"|"13219"|"N"|"7680471270763"|"N03AF01"|"2550"|"Timonil OralRetard"|"N"|NA|NA|NA|NA|2024-12-01|"47127"
"Desitin Pharma GmbH"|NA|"15005"|"47127092"|"B"|2001-10-01|"Timonil 200 Retard, Ret Tabl 200 mg, 200 Stk"|"15.49"|"33.25"|NA|NA|"01.07.10."|"Carbamazepinum"|"13220"|"N"|"7680471270923"|"N03AF01"|"2550"|"Timonil OralRetard"|"N"|NA|NA|NA|NA|2024-12-01|"47127"
"Desitin Pharma GmbH"|NA|"15005"|"47127025"|"B"|1987-03-15|"Timonil 300 Retard, Ret Tabl 300 mg, 100 Stk"|"15.7"|"33.5"|NA|NA|"01.07.10."|"Carbamazepinum"|"11116"|"N"|"7680471270251"|"N03AF01"|"2550"|"Timonil OralRetard"|"N"|NA|NA|NA|NA|2024-12-01|"47127"
"Desitin Pharma GmbH"|NA|"15005"|"47127114"|"B"|2001-10-01|"Timonil 400 Retard, Ret Tabl 400 mg, 100 Stk"|"14.45"|"32.15"|NA|NA|"01.07.10."|"Carbamazepinum"|"13221"|"N"|"7680471271142"|"N03AF01"|"2550"|"Timonil OralRetard"|"N"|NA|NA|NA|NA|2024-12-01|"47127"
"Desitin Pharma GmbH"|NA|"15005"|"47127068"|"B"|1987-03-15|"Timonil 600 Retard, Ret Tabl 600 mg, 50 Stk"|"13.4"|"31"|NA|NA|"01.07.10."|"Carbamazepinum"|"11118"|"N"|"7680471270688"|"N03AF01"|"2550"|"Timonil OralRetard"|"N"|NA|NA|NA|NA|2024-12-01|"47127"
"Santen SA"|NA|"13175"|"41634001"|"B"|1979-03-15|"Timoptic, Gtt Opht 0.25 %, Fl 5 ml"|"2.71"|"12.2"|NA|NA|"11.09."|"Timololum"|"40695"|"N"|"7680416340018"|"S01ED01"|"2551"|"Timoptic Auge"|"N"|NA|NA|NA|NA|2012-11-01|"41634"
"Santen SA"|NA|"13175"|"41634002"|"B"|1979-03-15|"Timoptic, Gtt Opht 0.25 %, 3 x Fl 5 ml"|"6.93"|"16.75"|NA|NA|"11.09."|"Timololum"|"40694"|"N"|"7680416340025"|"S01ED01"|"2551"|"Timoptic Auge"|"N"|NA|NA|NA|NA|2012-11-01|"41634"
"Santen SA"|NA|"13175"|"41634003"|"B"|1979-03-15|"Timoptic, Gtt Opht 0.5 %, Fl 5 ml"|"3.21"|"12.75"|NA|NA|"11.09."|"Timololum"|"40697"|"N"|"7680416340032"|"S01ED01"|"2551"|"Timoptic Auge"|"N"|NA|NA|NA|NA|2012-11-01|"41634"
"Santen SA"|NA|"13175"|"41634004"|"B"|1979-03-15|"Timoptic, Gtt Opht 0.5 %, 3 x Fl 5 ml"|"8.19"|"25.3"|NA|NA|"11.09."|"Timololum"|"40696"|"N"|"7680416340049"|"S01ED01"|"2551"|"Timoptic Auge"|"N"|NA|NA|NA|NA|2012-11-01|"41634"
"Santen SA"|NA|"16334"|"52509001"|"B"|1995-03-15|"Timoptic-XE, Gtt Opht 0.25 %, Fl 2.5 ml"|"4.63"|"14.25"|NA|NA|"11.09."|"Timololum"|"40699"|"N"|"7680525090019"|"S01ED01"|"2551"|"Timoptic Auge"|"N"|NA|NA|NA|NA|2012-11-01|"52509"
"Santen SA"|NA|"16334"|"52509002"|"B"|1995-03-15|"Timoptic-XE, Gtt Opht 0.25 %, 3 x Fl 2.5 ml"|"11.82"|"29.25"|NA|NA|"11.09."|"Timololum"|"40698"|"N"|"7680525090026"|"S01ED01"|"2551"|"Timoptic Auge"|"N"|NA|NA|NA|NA|2012-11-01|"52509"
"Santen SA"|NA|"16334"|"52509003"|"B"|1995-03-15|"Timoptic-XE, Gtt Opht 0.5 %, Fl 2.5 ml"|"5.47"|"15.2"|NA|NA|"11.09."|"Timololum"|"40701"|"N"|"7680525090033"|"S01ED01"|"2551"|"Timoptic Auge"|"N"|NA|NA|NA|NA|2012-11-01|"52509"
"Santen SA"|NA|"16334"|"52509004"|"B"|1995-03-15|"Timoptic-XE, Gtt Opht 0.5 %, 3 x Fl 2.5 ml"|"13.94"|"31.6"|NA|NA|"11.09."|"Timololum"|"40700"|"N"|"7680525090040"|"S01ED01"|"2551"|"Timoptic Auge"|"N"|NA|NA|NA|NA|2012-11-01|"52509"
"Bailleul (Suisse) SA"|"G"|"18234"|"57170003"|"B"|2005-08-01|"Tineafin, Tabl 250 mg, 14 Stk"|"25.06"|"43.65"|NA|NA|"08.06."|"Terbinafinum"|"14967"|"N"|"7680571700030"|"D01BA02"|"2553"|"Tineafin Oral"|"N"|NA|NA|NA|NA|2005-11-01|"57170"
"Bailleul (Suisse) SA"|"G"|"18234"|"57170005"|"B"|2005-08-01|"Tineafin, Tabl 250 mg, 28 Stk"|"53.09"|"74.05"|NA|NA|"08.06."|"Terbinafinum"|"14968"|"N"|"7680571700054"|"D01BA02"|"2553"|"Tineafin Oral"|"N"|NA|NA|NA|NA|2005-11-01|"57170"
