"ZULASSUNGSNUMMER","PRAEPARATENAME","ARZNEIFORM","ATC_CODE","HEILMITTEL_CODE","ZULASSUNGSSTATUS","ZULASSUNGSKATEGORIE","ERSTZULASSUNGSDATUM","BASIS_ZULASSUNGSNUMMER","ABGABEKATEGORIE","IT_NUMMER","ANWENDUNGSGEBIET","ABLAUFDATUM","CHARGENFREIGABE_PFLICHT","EINZELEINFUHR_BEWILLIG_PFLICHT","Praep_Name","anz","ZULASSUNGSINHABERIN"
67941,"Buvidal, Depot-Injektionslösung","LSPA","N07BC01","S","Z","",2020-12-17,"","A+","01.01.3.","Substitutionsbehandlung bei Opioidabhängigkeit",9999-12-31,"","","buvidal",NA,"Future Health Pharma GmbH"
26924,"Elmex fluid, Lösung zur Anwendung in der Mundhöhle","LSSC","A01AA30","S","Z","",1962-03-02,"","B","13.05.1.","Zur lokalen Fluoridierung des Zahnschmelzes",9999-12-31,"","","elmex fluid",NA,"GABA Schweiz AG"
34916,"Elmex gelée, Dentalgel","DENG","A01AA51","S","Z","",1969-06-17,"","D","13.05.1.","Kariesprophylaxe, Desensibilisierung empfindlicher Zahnhälse",9999-12-31,"","","elmex gelée",NA,"GABA Schweiz AG"
55862,"Duraphat, Dentalsuspension","DENN","A01AA01","S","Z","",2003-07-31,"","B","13.05.1.","Kariesprophylaxe, Desensibilisierung hypersensitiver Zähne",9999-12-31,"","","duraphat",NA,"GABA Schweiz AG"
56696,"Duraphat Fluorid 5 mg/g, Dentalpaste","DENP","A01AA01","S","Z","",2005-11-10,"","B","13.05.1.","Wurzelkariesbehandlung, Zahnkariesprophylaxe",9999-12-31,"","","duraphat fluorid 5 mg/g",NA,"GABA Schweiz AG"
57479,"Meridol perio Chlorhexidin Lösung 0.2%, Lösung zur Anwendung in der Mundhöhle","LSSC","A01AB03","S","Z","",2006-07-07,"","D","13.04.0.","Mund- und Rachendesinfiziens",9999-12-31,"","","meridol perio chlorhexidin lösung 0.2%",NA,"GABA Schweiz AG"
63141,"Oxygenium MedicAir, gas medicinale compresso","GASDR","V03AN01","S","Z","",2014-07-10,"","E","03.99.0.","",9999-12-31,"","","oxygenium medicair",3,"MedicAir Suisse SA"
65495,"Oxygenium MedicAir, gas medicinale criogenico in recipiente fisso","GASKR","V03AN01","S","Z","",2014-07-10,"","E","03.99.0.","",9999-12-31,"","","oxygenium medicair",3,"MedicAir Suisse SA"
65496,"Oxygenium MedicAir, gas medicinale criogenico in recipiente mobile","GASKR","V03AN01","S","Z","",2014-07-10,"","E","03.99.0.","",9999-12-31,"","","oxygenium medicair",3,"MedicAir Suisse SA"
66601,"VEYVONDI, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung","PULMJ","B02BD10","BT","Z","",2018-10-04,"","B","06.01.1.","Von-Willebrand-Krankheit",9999-12-31,"","","veyvondi",NA,"Takeda Pharma AG"
65992,"Cuvitru, Injektionslösung zur subkutanen Anwendung","LSPA","J06BA01","BL","Z","",2016-10-14,"","B","08.09.","Substitutionstherapie bei primären Immunmangelkrankheiten, Substitutionstherapie bei multiplem Myelom, chronisch-lymphatischer Leukämie oder nach allogener hämatopoetischer Stammzellentransplantation mit sekundärer Hypogammaglobulinämie",9999-12-31,"X","X","cuvitru",NA,"Takeda Pharma AG"
62068,"Plenadren, Tabletten mit veränderter Wirkstofffreisetzung","TABWF","H02AB09","S","Z","",2012-12-20,"","B","07.07.21","Behandlung der Nebennierenrindeninsuffizienz (M. Addison)",9999-12-31,"","","plenadren",NA,"Takeda Pharma AG"
62132,"Adcetris, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung","PULPA","L01FX05","BT","Z","",2013-03-04,"","A","07.16.1.","Behandlung des Hodgkin-Lymphoms; Behandlung des anaplastischen grosszelligen Lymphoms; Behandlung des kutanen T-Zell Lymphoms; Behandlung des peripheren T-Zell-Lymphoms",9999-12-31,"","","adcetris",NA,"Takeda Pharma AG"
62158,"Edarbi, Tabletten","TAB","C09CA09","S","Z","",2012-08-31,"","B","02.07.1.","Essentielle Hypertonie",9999-12-31,"","","edarbi",NA,"Takeda Pharma AG"
62556,"Buccolam, Lösung zur Anwendung in der Mundhöhle","LSSC","N05CD08","S","Z","",2012-09-07,"","B","01.07.1.","Notfallbehandlung länger anhaltender, akuter Krampfanfälle bei Kindern ab 6 Monaten, Jugendlichen und Erwachsenen",9999-12-31,"","","buccolam",NA,"Neuraxpharm Switzerland AG"
62569,"Candesartan CPS, Tabletten","TAB","C09CA06","S","Z","C",2012-03-12,"54260","B","02.07.1.","Essentielle Hypertonie und Herzinsuffizienz

Hypertonie bei Kindern und Jugendlichen 1 - 17 Jahre",9999-12-31,"","","candesartan cps",NA,"Cheplapharm Schweiz GmbH"
62570,"Candesartan Plus CPS, Tabletten","TAB","C09DA06","S","Z","C",2012-03-12,"55247","B","02.07.2.","Essentielle Hypertonie",9999-12-31,"","","candesartan plus cps",NA,"Cheplapharm Schweiz GmbH"
62966,"Vipdomet, Filmtabletten","FILM","A10BD13","S","Z","",2014-01-20,"","B","07.06.2.","Orales Antidiabetikum",9999-12-31,"","","vipdomet",NA,"Takeda Pharma AG"
62993,"Dexilant, Kapseln mit veränderter Wirkstofffreisetzung","RETH","A02BC06","S","Z","",2014-05-09,"","B","04.99.0.","Protonenpumpenhemmer",9999-12-31,"","","dexilant",NA,"Takeda Pharma AG"
63023,"Elvanse, Hartkapseln","KAHA","N06BA12","S","Z","",2014-03-27,"","A+","01.10.2.","Aufmerksamkeitsdefizit-Hyperaktivitätsstörung (ADHS)",9999-12-31,"","","elvanse",NA,"Takeda Pharma AG"
63123,"Rixubis, Lyophilisat und Lösungsmittel zur Injektion","LSPA","B02BD04","BT","Z","",2014-05-22,"","B","06.01.1.","Hämophilie B (angeborener Mangel an Faktor IX)",9999-12-31,"","","rixubis",NA,"Takeda Pharma AG"
63145,"Edarbyclor, Filmtabletten","FILM","C09DA09","S","Z","",2014-10-28,"","B","02.07.2.","Hypertension",9999-12-31,"","","edarbyclor",NA,"Takeda Pharma AG"
63285,"Entyvio, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung","PULPA","L04AG05","BT","Z","",2015-02-11,"","A","07.15.0.","Colitis ulcerosa, Morbus Crohn, Pouchitis",9999-12-31,"","","entyvio",NA,"Takeda Pharma AG"
65739,"Revestive, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung","PULMJ","A16AX08","BT","Z","",2016-09-01,"","B","04.09.0.","Zur Behandlung von Patienten mit Kurzdarmsyndrom ab dem Alter von 1 Jahr, die abhängig von parenteraler Ernährung sind",9999-12-31,"","","revestive",NA,"Takeda Pharma AG"
65811,"Mezavant, magensaftresistente Retardtabletten","RETT","A07EC02","S","Z","",2016-08-30,"","B","04.09.0.","Colitis ulcerosa",9999-12-31,"","","mezavant",NA,"Takeda Pharma AG"
65874,"Obizur, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung","PULMJ","B02BD14","BT","Z","",2016-06-23,"","B","06.01.1.","Behandlung von Blutungsepisoden bei Erwachsenen mit erworbener Hämophilie",9999-12-31,"","","obizur",NA,"Takeda Pharma AG"
65953,"Adynovi, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung","PULMJ","B02BD02","BT","Z","",2016-09-06,"","B","06.01.1.","Hämophilie A",9999-12-31,"","","adynovi",NA,"Takeda Pharma AG"
65959,"Ninlaro, Hartkapseln","KAHA","L01XG03","S","Z","",2017-02-03,"","A","07.16.1.","Onkologikum",9999-12-31,"","","ninlaro",NA,"Takeda Pharma AG"
66130,"Intuniv, Retardtabletten","RETT","C02AC02","S","Z","",2017-09-15,"","B","01.99.0.","ADHS bei Kindern und Jugendlichen (6-17 Jahre)",9999-12-31,"","","intuniv",NA,"Takeda Pharma AG"
46515,"Riopan Gel, Gel","GELO","A02AD02","S","Z","",1985-11-15,"","D","04.01.0.","Antacidum",9999-12-31,"","","riopan gel",NA,"Takeda Pharma AG"
44976,"Gutron, Tabletten","TAB","C01CA17","S","Z","",1985-06-17,"","B","02.05.2.","Funktionelle, asympathotone und iatrogene orthostatische Hypotonie",9999-12-31,"","","gutron",2,"Cheplapharm Schweiz GmbH"
60505,"Solian, comprimés pelliculés sécables","TAB","N05AL05","S","Z","",1999-11-30,"","B","01.05.0.","Neuroleptikum",9999-12-31,"","","solian",2,"Sanofi-Aventis (Suisse) SA"
61245,"Bisolvon Ambroxol 1x TÄGLICH, Retardkapseln","RETH","R05CB06","S","Z","",2010-05-06,"","D","03.02.0.","Mukolytikum",9999-12-31,"","","bisolvon ambroxol 1x täglich",NA,"Opella Healthcare Switzerland AG"
61283,"Telfastin 120 / 180, überzogene Tabletten","UEBT","R06AX26","S","Z","C",2010-06-29,"54204","D","07.13.1.","Antiallergikum",9999-12-31,"","","telfastin 120 / 180",NA,"Opella Healthcare Switzerland AG"
61441,"Bisolvon Dextromethorphan, Sirup","SIRU","R05DA09","S","Z","",2011-06-08,"","B","03.01.1.","trockener Reizhusten",9999-12-31,"","","bisolvon dextromethorphan",NA,"Opella Healthcare Switzerland AG"
61543,"Jevtana, solution à diluer et solvant pour solution pour perfusion","KSINF","L01CD04","S","Z","",2011-04-06,"","A","07.16.1.","",9999-12-31,"","","jevtana",NA,"Sanofi-Aventis (Suisse) SA"
61648,"Renvela, comprimés pelliculés","FILM","V03AE02","S","Z","",2011-11-10,"","B","07.99.0.","",9999-12-31,"","","renvela",2,"Sanofi-Aventis (Suisse) SA"
61649,"Renvela, poudre","PULO","V03AE02","S","Z","",2011-11-10,"","B","07.99.0.","",9999-12-31,"","","renvela",2,"Sanofi-Aventis (Suisse) SA"
62341,"Caprelsa, comprimés pelliculés","TAB","L01EX04","S","Z","",2012-05-01,"","A","07.16.1.","Medulläres Schilddrüsenkarzinom",9999-12-31,"","","caprelsa",NA,"Sanofi-Aventis (Suisse) SA"
62676,"Zaltrap, concentré pour solution pour perfusion","KOPA","L01XX44","BT","Z","",2013-03-20,"","A","07.16.1.","",9999-12-31,"","","zaltrap",NA,"Sanofi-Aventis (Suisse) SA"
62761,"Aubagio, comprimés pelliculés","FILM","L04AA31","S","Z","",2013-11-05,"","B","01.99.0.","",9999-12-31,"","","aubagio",NA,"Sanofi-Aventis (Suisse) SA"
63025,"Lemtrada, solution à diluer pour perfusion","KOINF","L04AG06","BT","Z","",2014-12-16,"","A","01.99.0.","Multiple Sklerose",9999-12-31,"","","lemtrada",NA,"Sanofi-Aventis (Suisse) SA"
59292,"Multaq, comprimés pelliculés de 400 mg de dronédarone","FILM","C01BD07","S","Z","",2009-09-16,"","B","02.02.0.","",9999-12-31,"","","multaq",NA,"Sanofi-Aventis (Suisse) SA"
56893,"Dulcolax Picosulfat, Pearls/Kapseln","KAPWE","A06AB08","S","Z","",2005-06-06,"","D","04.08.11","Laxans",9999-12-31,"","","dulcolax picosulfat",2,"Opella Healthcare Switzerland AG"
57013,"Apidra, solution injectable","LSPA","A10AB06","BT","Z","",2005-05-02,"","B","07.06.1.","Diabetes mellitus bei Erwachsenen",9999-12-31,"","","apidra",NA,"Sanofi-Aventis (Suisse) SA"
57207,"Eloxatine, solution à diluer pour perfusion","KOINF","L01XA03","S","Z","",2005-09-20,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","eloxatine",NA,"Sanofi-Aventis (Suisse) SA"
57409,"Stilnox CR, comprimés à libération contrôlée","TAB","N05CF02","S","Z","",2005-12-16,"","B","01.03.1.","Hypnoticum",9999-12-31,"","","stilnox cr",NA,"Sanofi-Aventis (Suisse) SA"
57507,"Dulcolax Picosulfat, Tropfen zum Einnehmen, Lösung","TROL","A06AB08","S","Z","C",2006-01-23,"37871","D","04.08.11","Laxans",9999-12-31,"","","dulcolax picosulfat",2,"Opella Healthcare Switzerland AG"
57578,"Antistax forte, Filmtabletten","FILM","C05CX","P","Z","",2007-05-11,"","D","02.08.1.","Beschwerden im Zusammenhang mit Krampfadern",9999-12-31,"","","antistax forte",NA,"Spirig HealthCare AG"
57687,"Thyrogen, poudre pour solution injectable","PULVL","H01AB01","BT","Z","",2007-02-09,"","A","07.04.1.","Schilddrüsenkarzinom",9999-12-31,"","","thyrogen",NA,"Sanofi-Aventis (Suisse) SA"
58038,"Myozyme, Poudre pour solution à diluer pour perfusion","PULPI","A16AB07","BT","Z","",2008-05-22,"","A","07.14.0.","Morbus Pompe (Mangel an saurer alpha-Glucosidase)",9999-12-31,"","","myozyme",NA,"Sanofi-Aventis (Suisse) SA"
58044,"Lantus SoloStar (Stylo pré-rempli), solution injectable","LSPA","A10AE04","BT","Z","",2007-07-06,"","B","07.06.1.","Diabetes mellitus",9999-12-31,"","","lantus solostar (stylo pré-rempli)",NA,"Sanofi-Aventis (Suisse) SA"
58056,"Apidra SoloStar (stylo prérempli), solution injectable","LSPA","A10AB06","BT","Z","",2007-08-10,"","B","07.06.1.","Diabetes mellitus bei Erwachsenen",9999-12-31,"","","apidra solostar (stylo prérempli)",NA,"Sanofi-Aventis (Suisse) SA"
44977,"Gutron, Tropfen zum Einnehmen","TROL","C01CA17","S","Z","",1985-06-17,"","B","02.05.2.","Funktionelle, asympathotone und iatrogene orthostatische Hypotonie",9999-12-31,"","","gutron",2,"Cheplapharm Schweiz GmbH"
63139,"Mozobil, solution injectable","LSPA","L03AX16","S","Z","",2014-08-15,"","A","06.07.3.","Mobilisierung von Blutstammzellen",9999-12-31,"","","mozobil",NA,"Sanofi-Aventis (Suisse) SA"
670,"TachoSil, Versiegelungsmatrix","SCHW","B02BC30","BL","Z","",2004-09-27,"","B","06.99.0.","unterstützende Behandlung in der Chirurgie zur Verbesserung der Hämostase, wenn Standardtechniken insuffizient sind, die Wirksamkeit wurde nur in der Leberchirurgie belegt",9999-12-31,"X","X","tachosil",NA,"Corza Medical GmbH"
23637,"Venostasin, Creme","CREM","C05CX","P","Z","",1958-01-25,"","D","02.08.2.","Bei Venenbeschwerden, Schwellungen, Blutergüssen",9999-12-31,"","","venostasin",2,"Medius AG"
34755,"Phlebostasin, Kapseln","KAPS","C05CA","P","Z","",1973-04-17,"","D","02.08.1.","Bei Venenbeschwerden",9999-12-31,"","","phlebostasin",NA,"Medius AG"
41304,"Faktor VII NF Takeda, Injektionspräparat","PULP","B02BD05","BL","Z","",1984-03-09,"","B","06.01.1.","Faktor VII Mangel",9999-12-31,"X","X","faktor vii nf takeda",NA,"Takeda Pharma AG"
41330,"Prothromplex NF, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung","PULMJ","B02BD01","BL","Z","",1979-08-07,"","B","06.01.1.","Gerinnungsstörungen infolge Verminderung der Faktoren II, VII, IX und X",9999-12-31,"X","X","prothromplex nf",NA,"Takeda Pharma AG"
41352,"Feiba NF, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung","PULP","B02BD03","BL","Z","",1979-08-09,"","B","06.01.1.","Hemmkörperhämophilie mit Faktor VIII- bzw. Faktor IX-Inhibitor",9999-12-31,"X","X","feiba nf",NA,"Takeda Pharma AG"
41983,"Faktu, Salbe","REKS","C05AD04","S","Z","",1979-07-27,"","B","02.09.1.","Hämorrhoiden",9999-12-31,"","","faktu",2,"CPS Cito Pharma Services GmbH"
41984,"Faktu, Suppositorien","SUPP","C05AD04","S","Z","",1979-07-27,"","B","02.09.1.","Hämorrhoiden, Analpruritus",9999-12-31,"","","faktu",2,"CPS Cito Pharma Services GmbH"
44438,"Gynipral, Injektionslösung","LSPA","R03CC05","S","Z","",1984-09-21,"","B","09.01.2.","Tokolyticum",9999-12-31,"","","gynipral",NA,"Takeda Pharma AG"
44486,"Ebrantil, Injektionslösung","LSPA","C02CA06","S","Z","",1983-07-21,"","B","02.07.1.","Hypertonie",9999-12-31,"","","ebrantil",NA,"Cheplapharm Schweiz GmbH"
65453,"Toujeo SoloStar, solution injectable en stylo pré-rempli","LSPA","A10AE04","BT","Z","",2015-11-05,"","B","07.06.1.","",9999-12-31,"","","toujeo solostar",NA,"Sanofi-Aventis (Suisse) SA"
65661,"Praluent, solution pour injection en seringue pré-remplie","INFFS","C10AX14","BT","Z","",2016-04-22,"","B","07.12.0.","",9999-12-31,"","","praluent",2,"Sanofi-Aventis (Suisse) SA"
65882,"Praluent, solution pour injection dans un stylo pré-rempli","INLFP","C10AX14","BT","Z","",2016-04-22,"","B","07.12.0.","",9999-12-31,"","","praluent",2,"Sanofi-Aventis (Suisse) SA"
66283,"Suliqua, solution injectable","LSPA","A10AE","BT","Z","",2017-10-05,"","B","07.06.","",9999-12-31,"","","suliqua",NA,"Sanofi-Aventis (Suisse) SA"
66424,"Kevzara, solution pour injection en seringue pré-remplie","LSPA","L04AC14","BT","Z","",2018-04-20,"","B","07.15.0.","",9999-12-31,"","","kevzara",2,"Sanofi-Aventis (Suisse) SA"
66425,"Kevzara, solution pour injection en stylo pré-rempli","LSPA","L04AC14","BT","Z","",2018-04-20,"","B","07.15.0.","",9999-12-31,"","","kevzara",2,"Sanofi-Aventis (Suisse) SA"
66427,"VaxigripTetra, Suspension pour injection dans une seringue pré-remplie","SUPA","J07BB02","I","Z","",2018-06-12,"","B","08.08.","",9999-12-31,"X","X","vaxigriptetra",NA,"Sanofi-Aventis (Suisse) SA"
66649,"Dupixent, solution injectable en seringue préremplie avec système de sécurité","INLFS","D11AH05","BT","Z","",2019-04-05,"","B","07.15.0.","",9999-12-31,"","","dupixent",2,"Sanofi-Aventis (Suisse) SA"
66696,"Cerdelga, gélules","KAHA","A16AX10","S","Z","",2020-02-19,"","B","07.99.0.","Morbus Gaucher Typ 1",9999-12-31,"","","cerdelga",NA,"Sanofi-Aventis (Suisse) SA"
66792,"Cablivi, poudre et solvent pour solution injectable","PULMIS","B01AX07","BT","Z","",2019-10-01,"","B","06.03.0.","Behandlung einer Episode von erworbener thrombotisch-thrombozytopenischer Purpura (aTTP)",9999-12-31,"","","cablivi",NA,"Sanofi-Aventis (Suisse) SA"
67094,"Libtayo, Konzentrat zur Herstellung einer Infusionslösung","KOINF","L01FF06","BT","Z","",2020-05-27,"","A","07.16.1.","Onkologikum",2027-10-04,"","","libtayo",NA,"Regeneron Switzerland GmbH"
67525,"Sarclisa, solution à diluer pour perfusion","KOINF","L01FC02","BT","Z","",2020-03-18,"","A","07.16.1.","Multiples Myelom",9999-12-31,"","","sarclisa",NA,"Sanofi-Aventis (Suisse) SA"
62986,"Velphoro, Kautabletten","KAUT","V03AE05","S","Z","",2015-01-22,"","B","07.99.0.","Hyperphosphatämie bei erwachsenen Patienten mit chronischer Niereninsuffizienz unter Dialysebehandlung (Hämodialyse, Peritonealdialyse)",9999-12-31,"","","velphoro",NA,"Vifor Fresenius Medical Care"
38210,"Kefzol, Pulver zur Herstellung einer Injektions-/Infusionslösung","PULPA","J01DB04","S","Z","",1974-02-19,"","A","08.01.3.","Infektionskrankheiten",9999-12-31,"","","kefzol",NA,"Teva Pharma AG"
38358,"Obracin, Injektionslösung","LSIN","J01GB01","S","Z","",1974-07-01,"","A","08.01.7.","Infektionskrankheiten",9999-12-31,"","","obracin",NA,"Teva Pharma AG"
45352,"Cedur retard, Filmtabletten","FILM","C10AB02","S","Z","",1983-04-22,"","B","07.12.0.","Hyperlipidämie",9999-12-31,"","","cedur retard",NA,"Teva Pharma AG"
45687,"Dobutrex 250 mg/50 ml, Infusionslösung / Konzentrat zur Herstellung einer Infusionslösung","LSINF","C01CA07","S","Z","",1988-04-29,"","B","02.05.2.","Dekompensation bei akuter Herzinsuffizienz mit Bedarf einer inotropen Behandlung",9999-12-31,"","","dobutrex 250 mg/50 ml",NA,"Teva Pharma AG"
47074,"Vancocin, Kapseln","KAHA","A07AA09","S","Z","",1986-05-07,"","A","08.01.9.","Infektionen durch Clostridium difficile",9999-12-31,"","","vancocin",NA,"Teva Pharma AG"
47160,"Fluorouracil-Teva, Lösung zur Injektion/Infusion","LSIN","L01BC02","S","Z","",1986-01-31,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","fluorouracil-teva",NA,"Teva Pharma AG"
47998,"Cisplatin-Teva, Konzentrat zur Herstellung einer Infusionslösung","KOINF","L01XA01","S","Z","",1987-10-09,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","cisplatin-teva",NA,"Teva Pharma AG"
47999,"Methotrexat Teva Onco, Injektions-/Infusionslösung","LSIN","L01BA01","S","Z","",1987-10-23,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","methotrexat teva onco",NA,"Teva Pharma AG"
48000,"Vincristin Teva, Injektionslösung","LSINJ","L01CA02","S","Z","",1987-08-11,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","vincristin teva",NA,"Teva Pharma AG"
49227,"Neotigason, Kapseln","KAHA","D05BB02","S","Z","",1990-03-19,"","A","10.03.0.","Perorale Behandlung schwerer Formen von Psoriasis und therapieresistenter Verhornungsstörungen",9999-12-31,"","","neotigason",NA,"Teva Pharma AG"
37404,"Floxapen, Pulver zur Herstellung einer Injektions-/Infusionslösung","PULPA","J01CF05","S","Z","",1972-11-16,"","B","08.01.24","Infektionskrankheiten",9999-12-31,"","","floxapen",NA,"Teva Pharma AG"
15104,"Antabus, Brausetabletten","BRAT","N07BB01","S","Z","",1949-12-01,"","B","15.02.0.","Unterstützende Behandlung von chronischem Alkoholismus",9999-12-31,"","","antabus",NA,"Teva Pharma AG"
24936,"Vancocin i.v., Pulver für ein Konzentrat zur Herstellung einer Infusionslösung","PULPA","J01XA01","S","Z","",1959-01-23,"","A","08.01.9.","Infektionskrankheiten",9999-12-31,"","","vancocin i.v.",NA,"Teva Pharma AG"
54793,"Qvar Autohaler, Dosier-Aerosol","GASDL","R03BA01","S","Z","",2000-12-27,"","B","03.04.4.","Antiasthmatikum",9999-12-31,"","","qvar autohaler",NA,"Teva Pharma AG"
58219,"Ondansetron-Teva oro, Schmelztabletten","SCHM","A04AA01","S","Z","",2008-04-17,"","B","01.09.0.","Antiemeticum",9999-12-31,"","","ondansetron-teva oro",NA,"Teva Pharma AG"
58253,"Ipramol Steri-Nebs, Lösung für einen Vernebler","LSVE","R03AL02","S","Z","",2008-06-03,"","B","03.04.3.","Bronchospasmolytikum",9999-12-31,"","","ipramol steri-nebs",NA,"Teva Pharma AG"
58274,"Epirubicin-Teva liquid, Konzentrat zur Herstellung einer Injektionslösung i.v./Lösung zur Instillation i.ves.","KOINJ","L01DB03","S","Z","",2008-01-28,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","epirubicin-teva liquid",NA,"Teva Pharma AG"
58289,"Carboplatin-Teva liquid, Infusionslösung","LSINF","L01XA02","S","Z","",2008-02-27,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","carboplatin-teva liquid",NA,"Teva Pharma AG"
58339,"Finasterid-Teva 5 mg, Filmtabletten","FILM","G04CB01","S","Z","",2008-09-19,"","B","05.99.0.","Benigne symptomatische Prostatahyperplasie",9999-12-31,"","","finasterid-teva 5 mg",NA,"Teva Pharma AG"
58427,"Bicalutamid-Teva, Filmtabletten","FILM","L02BB03","S","Z","",2009-05-14,"","B","07.16.2.","Prostatakarzinom",9999-12-31,"","","bicalutamid-teva",NA,"Teva Pharma AG"
58445,"Paclitaxel-Teva liquid, Konzentrat zur Herstellung einer Infusionslösung","KOINF","L01CD01","S","Z","",2008-09-22,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","paclitaxel-teva liquid",NA,"Teva Pharma AG"
55092,"Salamol Autohaler, Dosier-Aerosol","AER","R03AC02","S","Z","",2000-12-12,"","B","03.04.3.","Bronchospasmolytikum",9999-12-31,"","","salamol autohaler",NA,"Teva Pharma AG"
55272,"Modasomil, Tabletten","TAB","N06BA07","S","Z","",2000-06-20,"","A","01.10.2.","Narkolepsie",9999-12-31,"","","modasomil",NA,"Teva Pharma AG"
56363,"Copaxone, Injektionslösung in einer Fertigspritze","LSPA","L03AX13","S","Z","",2004-01-22,"","B","01.99.0.","Multiple Sklerose",9999-12-31,"","","copaxone",NA,"Teva Pharma AG"
57002,"Actiq, Buccaltabletten","BUCT","N02AB03","S","Z","",2005-06-16,"","A+","01.01.3.","Durchbruchschmerzen bei chronischen Tumorschmerzen",9999-12-31,"","","actiq",NA,"Teva Pharma AG"
57058,"Paclitaxel-Teva, Konzentrat zur Herstellung einer Infusionslösung","KOINF","L01CD01","S","Z","",2005-08-16,"","A","07.16.1.","Zytostatikum",9999-12-31,"","","paclitaxel-teva",NA,"Teva Pharma AG"
57065,"Azilect, Tabletten","TAB","N04BD02","S","Z","",2005-12-20,"","B","01.08.0.","Morbus Parkinson",9999-12-31,"","","azilect",NA,"Teva Pharma AG"
57199,"Ondansetron-Teva, Infusionskonzentrat","LSPA","A04AA01","S","Z","",2006-11-16,"","B","01.09.0.","Antiemetikum",9999-12-31,"","","ondansetron-teva",2,"Teva Pharma AG"
57202,"Ondansetron-Teva, Filmtabletten","FILM","A04AA01","S","Z","",2006-11-16,"","B","01.09.0.","Antiemetikum",9999-12-31,"","","ondansetron-teva",2,"Teva Pharma AG"
54231,"Lucrin Depot 3 Monate, Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension in einer Fertigspritze","PULMR","L02AE02","S","Z","",2004-10-15,"","A","07.16.2.","Prostatakarzinom, Endometriose, Mammakarzinom",9999-12-31,"","","lucrin depot 3 monate",NA,"AbbVie AG"
55512,"Chirocaine, Injektionslösung / Konzentrat zur Herstellung einer Infusionslösung","LSIN","N01BB10","S","Z","",2002-02-20,"","B","01.02.2.","Langwirkendes Lokalanästhetikum und Analgetikum",2025-04-01,"","","chirocaine",NA,"AbbVie AG"
55649,"Kaletra, Sirup","SIRU","J05AR10","S","Z","",2000-12-13,"","A","08.03.0.","HIV-Infektionen",9999-12-31,"","","kaletra",2,"AbbVie AG"
56221,"Humira, Injektionslösung in einer Fertigspritze","INLFS","L04AB04","BT","Z","",2003-04-16,"","B","07.15.0.","Rheumatoide Arthritis, früh diagnostizierte rheumatoide Arthritis, Psoriasis-Arthritis, Ankylosierende Spondylitis (Morbus Bechterew), Morbus Crohn, Plaque-Psoriasis, Colitis ulcerosa, Polyartikuläre juvenile idiopathische Arthritis, Hidradenitis suppurativa, Uveitis",9999-12-31,"","","humira",2,"AbbVie AG"
56312,"Zemplar, Injektionslösung","LSPA","H05BX02","S","Z","",2004-08-09,"","B","07.05.0.","Behandlung des sekundären Hyperparathyreoidismus",9999-12-31,"","","zemplar",2,"AbbVie AG"
57555,"Kaletra, Filmtabletten","FILM","J05AR10","S","Z","",2006-08-22,"","A","08.03.0.","HIV-Infektionen",9999-12-31,"","","kaletra",2,"AbbVie AG"
57624,"Duodopa, Gel zur intestinalen Anwendung","XGEL","N04BA02","S","Z","",2006-12-21,"","B","01.08.0.","Behandlung der fortgeschrittenen, Levodopa-reaktiven Parkinson-Krankheit mit schweren motorischen Fluktuationen und Hyper-/Dyskinesie, wenn verfügbare Kombinationen von Antiparkinsonmitteln nicht zu zufriedenstellenden Ergebnissen geführt haben. Ein positiver Test der klinischen Reaktion auf Duodopa, verabreicht über eine temporäre Nasoduodenalsonde, ist erforderlich, bevor eine Dauersonde gelegt wird.",9999-12-31,"","","duodopa",NA,"AbbVie AG"
57862,"Humira, Injektionslösung im Fertigpen","INLFP","L04AB04","BT","Z","",2007-03-20,"","B","07.15.0.","Rheumatoide Arthritis, früh diagnostizierte rheumatoide Arthritis, Psoriasis-Arthritis, Ankylosierende Spondylitis (Morbus Bechterew), Morbus Crohn, Plaque-Psoriasis, Colitis ulcerosa, Polyartikuläre juvenile idiopathische Arthritis, Hidradenitis suppurativa, Uveitis",9999-12-31,"","","humira",2,"AbbVie AG"
57989,"Zemplar, Weichkapseln","KAPWE","H05BX02","S","Z","",2008-03-12,"","B","07.05.0.","Behandlung des sekundären Hyperparathyreoidismus CKD 3, 4 und 5 Stufe",9999-12-31,"","","zemplar",2,"AbbVie AG"
